チュートリアル風

3 3

10 10 10

1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 

0 0 0 3 4 3 0 0 0 3 
0 0 0 3 0 3 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 
0 0 0 3 2 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 2 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 3 3 0 0 0 0 

0 0 0 0 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 2 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 2 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 5 3 0 0 0 0 

0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 2 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 
0 0 0 3 0 3 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 

