# StageName
a

# TimeLimit
50

# Create Break
5 1

# StageSize X Y Z
15 15 15

# Stage
# ==========

1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 3 3 3 0 0 0 0 0 0 0 3 3 3 0 
0 3 3 3 3 3 3 3 3 3 3 3 3 3 0 
0 3 3 3 0 0 0 0 0 0 0 3 3 3 0 
0 0 3 0 0 0 0 0 0 0 0 0 3 0 0 
0 0 3 0 0 3 3 3 3 3 0 0 3 0 0 
0 0 3 0 0 3 3 3 3 3 0 0 3 0 0 
0 0 3 0 0 3 3 3 3 3 0 0 3 0 0 
0 0 3 0 0 3 3 3 3 3 0 0 3 0 0 
0 0 3 0 0 3 3 3 3 3 0 0 3 0 0 
0 0 3 0 0 0 0 0 0 0 0 0 3 0 0 
0 3 3 3 0 0 0 0 0 0 0 3 3 3 0 
0 3 3 3 3 3 3 3 3 3 3 3 0 3 0 
0 3 3 3 0 0 0 0 0 0 0 3 3 3 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 3 3 3 0 0 0 0 0 0 0 3 3 3 0 
0 3 0 3 3 3 3 3 3 3 3 3 3 3 0 
